id,trial_num,frame_position,frame_id,x_head,y_head,x_tail,y_tail
1,37,1000,0,150.8883056640625,96.42794799804688,52.19649887084961,105.78260803222656
2,37,1000,1,148.44686889648438,59.3150634765625,49.189598083496094,144.6090850830078
3,37,1000,2,137.8277587890625,92.97771453857422,58.43546676635742,104.0278091430664
4,37,1001,0,150.81309509277344,95.6259994506836,53.48198318481445,105.57350158691406
5,37,1001,1,148.33554077148438,58.77870559692383,50.55685043334961,144.5803680419922
6,37,1001,2,138.3861541748047,92.12779998779297,58.384090423583984,103.78276824951172
7,37,1002,0,150.11668395996094,94.97233581542969,53.63579559326172,105.38736724853516
8,37,1002,1,147.64089965820312,59.39549255371094,50.767391204833984,145.24356079101562
9,37,1002,2,137.82403564453125,91.43839263916016,57.71147918701172,103.57675170898438
10,37,1003,0,150.70750427246094,94.22459411621094,54.20392608642578,104.45948028564453
11,37,1003,1,148.2317657470703,58.756866455078125,51.4117546081543,145.73521423339844
12,37,1003,2,138.44090270996094,90.63549041748047,57.197662353515625,102.57479095458984
13,37,1004,0,149.9937744140625,93.10009765625,55.43057632446289,104.27452850341797
14,37,1004,1,147.48153686523438,58.788795471191406,52.691104888916016,145.34402465820312
15,37,1004,2,138.47589111328125,89.44853210449219,57.5135612487793,102.35929870605469
16,37,1005,0,150.04452514648438,92.73135375976562,56.15144348144531,104.17845153808594
17,37,1005,1,147.53408813476562,58.724693298339844,53.51481628417969,146.1533966064453
18,37,1005,2,138.5438995361328,89.05487823486328,56.6555290222168,102.23812866210938
19,37,1006,0,148.7125701904297,91.98150634765625,56.99833297729492,103.96392822265625
20,37,1006,1,146.07972717285156,58.133323669433594,54.39332580566406,145.8081512451172
21,37,1006,2,139.2382049560547,88.28247833251953,56.95064163208008,101.9974594116211
22,37,1007,0,147.7534637451172,92.42374420166016,57.686893463134766,104.64693450927734
23,37,1007,1,145.0542449951172,58.11745834350586,55.15947723388672,146.35513305664062
24,37,1007,2,139.3085479736328,88.7706069946289,56.34384536743164,102.70867919921875
25,37,1008,0,146.74822998046875,91.30989837646484,58.36903762817383,105.30430603027344
26,37,1008,1,143.92625427246094,57.17561340332031,55.889652252197266,146.4794464111328
27,37,1008,2,140.3402557373047,87.60689544677734,56.16228485107422,103.39599609375
28,37,1009,0,144.88629150390625,90.96234130859375,59.263160705566406,105.63800048828125
29,37,1009,1,141.99891662597656,57.953670501708984,56.89671325683594,147.31283569335938
30,37,1009,2,139.68626403808594,87.26276397705078,55.260929107666016,103.72942352294922
31,37,1010,0,144.55531311035156,90.57489776611328,59.29013442993164,106.34748077392578
32,37,1010,1,141.6571807861328,58.06780242919922,56.92987823486328,147.4483642578125
33,37,1010,2,139.60040283203125,86.85441589355469,55.10988998413086,104.48368072509766
34,37,1011,0,142.8217010498047,89.60560607910156,60.394500732421875,106.17504119873047
35,37,1011,1,139.78509521484375,57.60355758666992,58.152957916259766,148.1228790283203
36,37,1011,2,140.1970672607422,85.8539810180664,54.36358642578125,104.27558135986328
37,37,1012,0,141.8436279296875,89.9854965209961,59.80856704711914,107.31640625
38,37,1012,1,138.73629760742188,57.53702163696289,57.51324462890625,148.0035858154297
39,37,1012,2,140.32064819335938,86.27627563476562,54.50046920776367,105.50255584716797
40,37,1013,0,141.1029052734375,88.94470977783203,61.0473518371582,107.52824401855469
41,37,1013,1,137.90625,56.837154388427734,58.810874938964844,147.72506713867188
42,37,1013,2,141.09078979492188,85.18411254882812,54.69520568847656,105.70877075195312
43,37,1014,0,139.49835205078125,88.77285766601562,60.33818435668945,108.79546356201172
44,37,1014,1,136.25698852539062,57.689144134521484,58.101287841796875,148.50144958496094
45,37,1014,2,140.34259033203125,85.02238464355469,53.938560485839844,107.0650863647461
46,37,1015,0,137.3583221435547,89.2923355102539,60.37028121948242,111.2265396118164
47,37,1015,1,133.9496612548828,57.33866500854492,58.10637283325195,148.31211853027344
48,37,1015,2,140.8241729736328,85.6156005859375,54.08177947998047,109.65552520751953
49,37,1016,0,135.21914672851562,88.35763549804688,60.55375289916992,111.78739166259766
50,37,1016,1,131.66909790039062,57.22158432006836,58.273380279541016,147.9617462158203
51,37,1016,2,141.09780883789062,84.65657043457031,54.4111213684082,110.2525634765625
52,37,1017,0,133.86026000976562,87.3405990600586,60.896575927734375,112.72731018066406
