id,frame_position,frame_id,x_head,y_head,x_tail,y_tail
30,5000,0,26.21359223300971,32.362459546925564,74.75728155339806,56.957928802588995
29,5000,1,27.02265372168285,51.45631067961165,78.31715210355988,63.10679611650486
28,5000,2,51.45631067961165,29.61165048543689,36.56957928802589,57.11974110032363
27,5001,0,26.537216828478964,32.68608414239482,75.5663430420712,58.89967637540453
26,5001,1,26.21359223300971,51.1326860841424,79.12621359223301,63.43042071197411
25,5001,2,51.61812297734628,29.93527508090615,36.73139158576052,56.957928802588995
24,5002,0,26.699029126213592,31.715210355987054,75.40453074433657,58.89967637540453
23,5002,1,26.21359223300971,51.94174757281553,79.44983818770227,63.43042071197411
22,5002,2,49.35275080906149,30.097087378640776,37.055016181229774,58.57605177993528
21,5003,0,26.699029126213592,31.55339805825243,75.88996763754045,59.70873786407766
20,5003,1,25.080906148867317,51.7799352750809,79.28802588996764,62.944983818770226
19,5003,2,49.35275080906149,29.61165048543689,37.055016181229774,59.54692556634305
18,5004,0,25.080906148867317,32.362459546925564,76.2135922330097,60.19417475728155
17,5004,1,24.75728155339806,52.265372168284784,79.6116504854369,62.944983818770226
16,5004,2,49.676375404530745,29.449838187702266,37.37864077669903,60.03236245954693
15,5005,0,25.24271844660194,31.87702265372168,76.05177993527508,60.679611650485434
14,5005,1,24.59546925566343,52.58899676375405,79.93527508090615,62.944983818770226
13,5005,2,48.54368932038835,28.640776699029125,37.2168284789644,61.165048543689316
12,5006,0,24.59546925566343,32.038834951456316,76.37540453074433,61.6504854368932
11,5006,1,23.462783171521036,53.23624595469255,79.77346278317152,63.10679611650486
10,5006,2,47.57281553398058,29.449838187702266,37.2168284789644,61.326860841423944
9,5007,0,24.271844660194176,32.038834951456316,76.86084142394822,62.7831715210356
1,5007,1,22.653721682847898,53.72168284789643,80.09708737864078,63.10679611650486
8,5007,2,48.381877022653725,28.640776699029125,37.055016181229774,61.48867313915858
7,5008,0,24.110032362459545,32.362459546925564,77.18446601941747,62.944983818770226
6,5008,1,22.168284789644012,53.07443365695793,80.58252427184466,62.45954692556634
5,5008,2,48.381877022653725,30.258899676375407,37.54045307443366,62.297734627831716
4,5009,0,23.78640776699029,32.68608414239482,76.37540453074433,63.43042071197411
3,5009,1,22.653721682847898,53.23624595469255,80.42071197411003,61.81229773462783
2,5009,2,47.57281553398058,30.42071197411003,38.18770226537217,64.07766990291263
