id,frame_position,frame_id,x_head,y_head,x_tail,y_tail
127,815,0,62.45954692556634,32.5242718446602,29.93527508090615,62.7831715210356
128,815,1,63.268608414239495,64.72491909385113,24.919093851132686,34.78964401294498
129,815,2,34.95145631067961,28.802588996763756,65.69579288025889,64.56310679611651
130,816,0,62.62135922330098,32.200647249190936,29.93527508090615,62.7831715210356
131,816,1,63.26860841423948,64.72491909385111,26.051779935275082,35.92233009708738
132,816,2,35.59870550161812,28.964401294498384,65.0485436893204,63.10679611650486
133,817,0,61.48867313915858,32.68608414239482,29.773462783171524,62.7831715210356
134,817,1,62.29773462783172,63.59223300970874,24.75728155339806,35.92233009708738
135,817,2,36.56957928802589,29.449838187702266,64.88673139158576,63.59223300970874
136,818,0,62.45954692556634,32.200647249190936,29.93527508090615,62.45954692556634
137,818,1,62.297734627831716,62.62135922330098,25.88996763754045,35.11326860841424
138,818,2,36.73139158576052,28.802588996763756,65.37216828478964,63.26860841423948
139,819,0,63.35,31.6,30.8,61.85
140,819,1,62.25,64.8,25.5,35.5
141,819,2,37.2,28.8,65.56,63.2672425
142,820,0,62.7831715210356,30.906148867313917,29.93527508090615,61.97411003236246
143,820,1,62.45954692556634,61.326860841423944,26.375404530744333,34.46601941747573
144,820,2,36.084142394822,28.155339805825243,66.34304207119742,62.7831715210356
145,821,0,64.07766990291263,30.42071197411003,29.93527508090615,62.62135922330098
146,821,1,63.26860841423948,61.6504854368932,25.40453074433657,34.14239482200647
147,821,2,36.56957928802589,27.02265372168285,66.34304207119742,63.59223300970874
148,822,0,65.0485436893204,29.93527508090615,30.74433656957929,62.297734627831716
149,822,1,63.43042071197412,62.94498381877024,25.40453074433657,34.14239482200647
150,822,2,37.54045307443366,26.699029126213592,66.66666666666666,63.43042071197411
151,823,0,64.88673139158576,29.93527508090615,30.258899676375407,62.45954692556634
152,823,1,64.72491909385113,62.13592233009708,26.699029126213592,33.81877022653722
153,823,2,37.54045307443366,26.699029126213592,66.8284789644013,63.43042071197411
154,824,0,66.66666666666666,29.93527508090615,30.42071197411003,61.81229773462783
155,824,1,64.88673139158576,62.7831715210356,26.375404530744333,33.980582524271846
156,824,2,38.18770226537217,26.537216828478964,66.50485436893204,63.10679611650486
157,825,0,66.66666666666666,29.61165048543689,30.42071197411003,62.45954692556634
158,825,1,64.88673139158577,61.81229773462784,26.21359223300971,33.49514563106796
159,825,2,38.996763754045304,25.88996763754045,66.99029126213593,62.297734627831716
160,826,0,67.79935275080906,30.258899676375407,31.22977346278317,61.165048543689316
161,826,1,64.88673139158576,61.48867313915858,25.40453074433657,33.49514563106796
162,826,2,39.64401294498382,25.728155339805824,66.99029126213593,62.7831715210356
163,827,0,67.79935275080906,30.582524271844658,30.906148867313917,61.6504854368932
164,827,1,64.56310679611651,61.48867313915859,26.21359223300971,33.33333333333333
165,827,2,40.1294498381877,25.88996763754045,67.15210355987054,61.48867313915858
166,828,0,68.6084142394822,31.22977346278317,30.74433656957929,61.326860841423944
167,828,1,65.21035598705501,61.32686084142396,25.88996763754045,32.5242718446602
168,828,2,40.45307443365696,26.21359223300971,67.31391585760518,61.81229773462783
169,829,0,67.63754045307444,30.74433656957929,31.715210355987054,61.165048543689316
170,829,1,65.53398058252428,60.35598705501619,26.537216828478964,33.17152103559871
171,829,2,40.614886731391586,26.537216828478964,67.31391585760518,61.81229773462783
