id,frame_position,frame_id,x_head,y_head,x_tail,y_tail
91,4778,0,95.79288025889969,113.915857605178,107.44336569579286,120.71197411003236
92,4778,1,96.76375404530745,102.9126213592233,104.53074433656957,71.52103559870551
93,4778,2,98.05825242718448,115.21035598705502,130.74433656957927,118.12297734627832
94,4779,0,94.0,115.0,107.0,121.0
95,4779,1,97.0,100.0,106.0,71.0
96,4779,2,99.0,116.0,130.0,118.0
97,4780,0,99.02912621359224,114.88673139158576,108.0906148867314,120.06472491909386
98,4780,1,95.79288025889969,102.9126213592233,106.4724919093851,70.87378640776699
99,4780,2,98.05825242718448,116.8284789644013,129.7734627831715,118.44660194174756
100,4781,0,97.73462783171522,115.85760517799353,109.70873786407766,121.03559870550163
101,4781,1,97.0873786407767,101.29449838187703,107.11974110032362,70.55016181229773
102,4781,2,97.0873786407767,117.79935275080906,128.4789644012945,119.0938511326861
103,4782,0,97.41100323624595,115.53398058252426,109.06148867313917,120.3883495145631
104,4782,1,96.11650485436894,101.29449838187703,107.44336569579286,70.87378640776699
105,4782,2,97.73462783171522,117.79935275080906,129.12621359223303,119.7411003236246
106,4783,0,95.79288025889969,114.88673139158576,111.00323624595472,120.71197411003236
107,4783,1,96.44012944983818,101.61812297734627,111.32686084142395,71.19741100323624
108,4783,2,97.41100323624595,117.79935275080906,129.12621359223303,120.3883495145631
109,4784,0,96.11650485436894,115.85760517799353,110.03236245954693,121.68284789644012
110,4784,1,95.79288025889969,103.5598705501618,110.67961165048546,71.84466019417476
111,4784,2,97.41100323624595,118.77022653721683,129.12621359223303,120.06472491909386
112,4785,0,95.79288025889969,116.1812297734628,111.32686084142395,120.3883495145631
113,4785,1,95.79288025889969,103.88349514563106,110.67961165048543,71.84466019417476
114,4785,2,97.08737864077672,118.12297734627832,128.15533980582526,121.03559870550163
115,4786,0,94.49838187702265,117.15210355987055,111.97411003236249,121.35922330097088
116,4786,1,96.44012944983818,104.20711974110031,111.32686084142395,72.168284789644
117,4786,2,96.11650485436894,119.0938511326861,127.50809061488673,122.33009708737865
118,4787,0,94.8220064724919,117.79935275080906,114.23948220064726,122.33009708737865
119,4787,1,95.46925566343042,103.88349514563106,113.2686084142395,71.84466019417476
120,4787,2,95.79288025889969,119.7411003236246,127.831715210356,122.97734627831716
121,4788,0,94.1747572815534,118.77022653721683,114.5631067961165,123.62459546925567
122,4788,1,95.46925566343042,104.20711974110031,114.5631067961165,71.84466019417476
123,4788,2,97.0873786407767,120.06472491909386,128.80258899676375,121.03559870550163
124,4789,0,94.12543,121.63953,114.63086,125.43616
125,4789,1,95.763855,104.86374,116.76697,73.20233
126,4789,2,96.76831,120.42804,127.598145,123.27783
